file,category
.claude/settings.local.json,schemas_data
.env,config
.env.example,config
.gitignore,config
AuditGuard_Agent_Systems_TDD.md,docs_specs
AuditGuard_Revised.md,docs_specs
CURRENT_STATE_OF_PROJECT.md,docs_specs
DELIVERABLES.md,docs_specs
DEPENDENCIES.md,docs_specs
PROJECT_ANALYSIS.md,docs_specs
README.md,docs_specs
REFERENCE.md,docs_specs
agents/.env,config
agents/.env.example,config
agents/alert/index.ts,runtime_code
agents/dependency/index.ts,runtime_code
agents/fuzzer/index.ts,runtime_code
agents/llm-contextual/index.ts,runtime_code
agents/llm-contextual/prompt-builder.ts,runtime_code
agents/llm-contextual/response-parser.ts,runtime_code
agents/llm-contextual/zg-client.ts,runtime_code
agents/package-lock.json,schemas_data
agents/package.json,schemas_data
agents/report/index.ts,runtime_code
agents/run-all.ts,runtime_code
agents/scanner/index.ts,runtime_code
agents/scripts/fund-agents.ts,deployment_scripts
agents/shared/config.ts,runtime_code
agents/shared/contract-client.ts,runtime_code
agents/shared/hcs-client.ts,runtime_code
agents/shared/index.ts,runtime_code
agents/shared/inft-bridge.ts,runtime_code
agents/shared/logger.ts,runtime_code
agents/shared/metrics.ts,runtime_code
agents/shared/types.js,runtime_code
agents/shared/types.ts,runtime_code
agents/shared/utils.ts,runtime_code
agents/shared/wallet.ts,runtime_code
agents/static-analysis/index.ts,runtime_code
agents/test-connectivity.ts,runtime_code
agents/tests/agents.test.ts,tests
agents/tests/auction-invite.test.ts,tests
agents/tests/e2e-flow.test.ts,tests
agents/tests/health-monitoring.test.ts,tests
agents/tests/llm-0g-integration.test.ts,tests
agents/tests/shared.test.ts,tests
agents/tests/timelock-pipeline.test.ts,tests
agents/tsconfig.json,schemas_data
agents/vitest.config.ts,config
new2026_bounties.json,schemas_data
orchestrator/README.md,docs_specs
orchestrator/package-lock.json,schemas_data
orchestrator/package.json,schemas_data
orchestrator/scripts/live-smoke-check.js,deployment_scripts
orchestrator/scripts/seed-live-agents.js,deployment_scripts
orchestrator/src/config.js,runtime_code
orchestrator/src/contract-client.js,runtime_code
orchestrator/src/hcs-client.js,runtime_code
orchestrator/src/index.js,runtime_code
orchestrator/src/inft-bridge.js,runtime_code
orchestrator/src/logger.js,runtime_code
orchestrator/src/orchestrator.js,runtime_code
orchestrator/src/roster.js,runtime_code
orchestrator/test/e2e-simulation.test.js,tests
orchestrator/test/offline-live-flow.test.js,tests
orchestrator/test/run-tests.js,tests
orchestrator/vite.config.js,config
package-lock.json,schemas_data
package.json,schemas_data
packages/contracts/CONTRACTS.md,docs_specs
packages/contracts/contracts/AgentRegistry.sol,runtime_code
packages/contracts/contracts/AuditAuction.sol,runtime_code
packages/contracts/contracts/AuditBudgetVault.sol,runtime_code
packages/contracts/contracts/AuditScheduler.sol,runtime_code
packages/contracts/contracts/AuditVault.sol,runtime_code
packages/contracts/contracts/DataMarketplace.sol,runtime_code
packages/contracts/contracts/DelegatedStaking.sol,runtime_code
packages/contracts/contracts/HederaResponseCodes.sol,runtime_code
packages/contracts/contracts/HederaScheduleService.sol,runtime_code
packages/contracts/contracts/PaymentSettlement.sol,runtime_code
packages/contracts/contracts/StakingManager.sol,runtime_code
packages/contracts/contracts/SubAuction.sol,runtime_code
packages/contracts/contracts/TimeLockVault.sol,runtime_code
packages/contracts/contracts/Treasury.sol,runtime_code
packages/contracts/contracts/VaultFactory.sol,runtime_code
packages/contracts/contracts/interfaces/IAgentRegistry.sol,runtime_code
packages/contracts/contracts/interfaces/IAuditAuction.sol,runtime_code
packages/contracts/contracts/interfaces/IAuditScheduler.sol,runtime_code
packages/contracts/contracts/interfaces/IHederaTokenService.sol,runtime_code
packages/contracts/contracts/interfaces/ISubAuction.sol,runtime_code
packages/contracts/contracts/test/MockGuardToken.sol,tests
packages/contracts/contracts/test/MockHSS.sol,tests
packages/contracts/contracts/test/MockHTS.sol,tests
packages/contracts/hardhat.config.js,config
packages/contracts/scripts/deploy-day2.js,deployment_scripts
packages/contracts/scripts/deploy-day3.js,deployment_scripts
packages/contracts/scripts/deploy-day4.js,deployment_scripts
packages/contracts/scripts/deploy-orchestrator-smoke.js,deployment_scripts
packages/contracts/scripts/gas-report.js,deployment_scripts
packages/contracts/scripts/verify-deployment.js,deployment_scripts
packages/contracts/test/AuditGuard.test.js,tests
packages/contracts/test/AuditScheduler.test.js,tests
packages/dashboard/.env.local,config
packages/dashboard/index.html,runtime_code
packages/dashboard/package-lock.json,schemas_data
packages/dashboard/package.json,schemas_data
packages/dashboard/postcss.config.js,config
packages/dashboard/public/offline-state.json,schemas_data
packages/dashboard/src/App.jsx,runtime_code
packages/dashboard/src/Dashboard.jsx,runtime_code
packages/dashboard/src/__tests__/event-listener.test.js,tests
packages/dashboard/src/__tests__/store.test.js,tests
packages/dashboard/src/components/ActivityLog.jsx,runtime_code
packages/dashboard/src/components/ActivityTicker.jsx,runtime_code
packages/dashboard/src/components/AgentDetail.jsx,runtime_code
packages/dashboard/src/components/AgentLeaderboard.jsx,runtime_code
packages/dashboard/src/components/AgentLeaderboardRow.jsx,runtime_code
packages/dashboard/src/components/AuctionCard.jsx,runtime_code
packages/dashboard/src/components/AuctionFeed.jsx,runtime_code
packages/dashboard/src/components/AuditJobCard.jsx,runtime_code
packages/dashboard/src/components/AuditJobTracker.jsx,runtime_code
packages/dashboard/src/components/AuditSchedules.jsx,runtime_code
packages/dashboard/src/components/BidRow.jsx,runtime_code
packages/dashboard/src/components/CompetitionHeatmap.jsx,runtime_code
packages/dashboard/src/components/ContractHealth.jsx,runtime_code
packages/dashboard/src/components/ContractHealthCard.jsx,runtime_code
packages/dashboard/src/components/Countdown.jsx,runtime_code
packages/dashboard/src/components/DataListingCard.jsx,runtime_code
packages/dashboard/src/components/DebugPanel.jsx,runtime_code
packages/dashboard/src/components/DiscoveryFeed.jsx,runtime_code
packages/dashboard/src/components/FlowSummary.jsx,runtime_code
packages/dashboard/src/components/Header.jsx,runtime_code
packages/dashboard/src/components/MarketplaceListingRow.jsx,runtime_code
packages/dashboard/src/components/MarketplacePanel.jsx,runtime_code
packages/dashboard/src/components/NetworkGraph.jsx,runtime_code
packages/dashboard/src/components/PaymentFlow.jsx,runtime_code
packages/dashboard/src/components/ReputationComparison.jsx,runtime_code
packages/dashboard/src/components/ReputationGraph.jsx,runtime_code
packages/dashboard/src/components/SettlementDetail.jsx,runtime_code
packages/dashboard/src/components/SettlementTimeline.jsx,runtime_code
packages/dashboard/src/components/StakingChart.jsx,runtime_code
packages/dashboard/src/components/StoryMode.jsx,runtime_code
packages/dashboard/src/components/SubAuctionCard.jsx,runtime_code
packages/dashboard/src/components/SubContractTree.jsx,runtime_code
packages/dashboard/src/components/TransactionExplorer.jsx,runtime_code
packages/dashboard/src/components/TransactionRow.jsx,runtime_code
packages/dashboard/src/components/TreasuryEconomics.jsx,runtime_code
packages/dashboard/src/components/VaultDetail.jsx,runtime_code
packages/dashboard/src/components/agent-register/StepDeploy.jsx,runtime_code
packages/dashboard/src/components/agent-register/StepIdentity.jsx,runtime_code
packages/dashboard/src/components/agent-register/StepSpecialization.jsx,runtime_code
packages/dashboard/src/components/agent-register/StepUCP.jsx,runtime_code
packages/dashboard/src/components/reports/PurchaseHistory.jsx,runtime_code
packages/dashboard/src/components/reports/PurchaseModal.jsx,runtime_code
packages/dashboard/src/components/reports/ReportCard.jsx,runtime_code
packages/dashboard/src/components/reports/ReportViewer.jsx,runtime_code
packages/dashboard/src/components/reports/reportConstants.js,runtime_code
packages/dashboard/src/components/stake/AgentBrowser.jsx,runtime_code
packages/dashboard/src/components/stake/DelegationPortfolio.jsx,runtime_code
packages/dashboard/src/components/stake/DelegationWizard.jsx,runtime_code
packages/dashboard/src/components/ui/Toast.jsx,runtime_code
packages/dashboard/src/components/wallet/WalletButton.jsx,runtime_code
packages/dashboard/src/components/wallet/WalletConnectModal.jsx,runtime_code
packages/dashboard/src/components/wallet/WalletGate.jsx,runtime_code
packages/dashboard/src/hooks/useAgentLeaderboard.js,runtime_code
packages/dashboard/src/hooks/useAuctionData.js,runtime_code
packages/dashboard/src/hooks/useAuditJobs.js,runtime_code
packages/dashboard/src/hooks/useAutoScroll.js,runtime_code
packages/dashboard/src/hooks/useCompetitionData.js,runtime_code
packages/dashboard/src/hooks/useConnection.js,runtime_code
packages/dashboard/src/hooks/useContractHealth.js,runtime_code
packages/dashboard/src/hooks/useContractRead.js,runtime_code
packages/dashboard/src/hooks/useContractWrite.js,runtime_code
packages/dashboard/src/hooks/useEventListeners.js,runtime_code
packages/dashboard/src/hooks/useGuardFlows.js,runtime_code
packages/dashboard/src/hooks/useMarketplaceData.js,runtime_code
packages/dashboard/src/hooks/useNetworkGraph.js,runtime_code
packages/dashboard/src/hooks/useRequireWallet.js,runtime_code
packages/dashboard/src/hooks/useSettlementTimeline.js,runtime_code
packages/dashboard/src/main.jsx,runtime_code
packages/dashboard/src/pages/AgentRegistration.jsx,runtime_code
packages/dashboard/src/pages/ReportMarketplace.jsx,runtime_code
packages/dashboard/src/pages/StakeDelegation.jsx,runtime_code
packages/dashboard/src/pages/WelcomeScreen.jsx,runtime_code
packages/dashboard/src/services/event-listener.js,runtime_code
packages/dashboard/src/services/hedera-connection.js,runtime_code
packages/dashboard/src/services/mock-events.js,runtime_code
packages/dashboard/src/services/offline-replay.js,runtime_code
packages/dashboard/src/store/index.js,runtime_code
packages/dashboard/src/store/wallet.js,runtime_code
packages/dashboard/src/styles/globals.css,runtime_code
packages/dashboard/src/utils/format.js,runtime_code
packages/dashboard/src/utils/hashscan.js,runtime_code
packages/dashboard/tailwind.config.js,config
packages/dashboard/vite.config.js,config
packages/inft/data/event-cursor.json,schemas_data
packages/inft/data/inft-index.json,schemas_data
packages/inft/data/inft-state.json,schemas_data
packages/inft/index.ts,runtime_code
packages/inft/package-lock.json,schemas_data
packages/inft/package.json,schemas_data
packages/inft/schemas/agent-profile.schema.json,schemas_data
packages/inft/schemas/audit-job.schema.json,schemas_data
packages/inft/schemas/contract-health.schema.json,schemas_data
packages/inft/scripts/create-nft-collections.js,deployment_scripts
packages/inft/src/discovery-listener.js,runtime_code
packages/inft/src/event-listener.js,runtime_code
packages/inft/src/inft-service.js,runtime_code
packages/inft/src/storage-0g.js,runtime_code
packages/inft/types.ts,runtime_code
packages/sdk/abis/AgentRegistry.json,schemas_data
packages/sdk/abis/AuditAuction.json,schemas_data
packages/sdk/abis/AuditBudgetVault.json,schemas_data
packages/sdk/abis/AuditVault.json,schemas_data
packages/sdk/abis/DataMarketplace.json,schemas_data
packages/sdk/abis/DelegatedStaking.json,schemas_data
packages/sdk/abis/PaymentSettlement.json,schemas_data
packages/sdk/abis/StakingManager.json,schemas_data
packages/sdk/abis/SubAuction.json,schemas_data
packages/sdk/abis/TimeLockVault.json,schemas_data
packages/sdk/abis/Treasury.json,schemas_data
packages/sdk/abis/VaultFactory.json,schemas_data
packages/sdk/config.json,schemas_data
recon/file-manifest.txt,runtime_code
scripts/deploy-all.js,deployment_scripts
scripts/deploy-audit-scheduler.js,deployment_scripts
scripts/deploy-delegated-staking.js,deployment_scripts
scripts/deploy-guard-token.js,deployment_scripts
scripts/deploy-timelock.js,deployment_scripts
scripts/setup-hcs-topics.js,deployment_scripts
